trial_numbers,cue_time in s,M1_L_rewards,M1_L_beambreak_time in s,M1_L_reward time in s,M2_R_rewards,M2_R_beambreak_time in s,M2_R_reward time in s,M1_L_beambreak_time,M1_L_reward time,M2_R_beambreak_time,M2_R_reward time,cue_time
,20230718150735488899,1,20230718150744508097,202307181507455,1,20230718150739497286,202307181507405,1689718064.5080967,1689718065.5164523,1689718059.4972858,1689718060.5034127,1689718055.4888995
,20230718150750642746,2,20230718150758658922,202307181507596,2,20230718150753648705,202307181507546,1689718078.658922,1689718079.6646147,1689718073.6487048,1689718074.6542218,1689718070.6427464
,20230718150804779031,3,20230718150810792884,202307181508117,3,20230718150806783750,202307181508077,1689718090.7928839,1689718091.7982748,1689718086.7837498,1689718087.7892087,1689718084.7790313
