trial_numbers,cue_time in s,M1_L_rewards,M1_L_beambreak_time in s,M1_L_reward time in s,M2_R_rewards,M2_R_beambreak_time in s,M2_R_reward time in s,M1_L_beambreak_time,M1_L_reward time,M2_R_beambreak_time,M2_R_reward time,cue_time
,20230718150832536887,1,20230718150845556906,202307181508505,1,20230718150835542391,202307181508405,1689718125.5569062,1689718130.5704134,1689718115.5423908,1689718120.5509732,1689718112.5368874
,20230718150855674190,1,,202307181508505,2,20230718150859681293,202307181509046,1689718151.7017572,1689718130.5704134,1689718139.6812928,1689718144.691176,1689718135.67419
,20230718150916807548,2,20230718150925824923,202307181509308,3,20230718150918812251,202307181509238,1689718165.8249233,1689718170.8344646,1689718158.8122513,1689718163.822389,1689718156.807548
,20230718150935937915,3,20230718150946956696,202307181509519,4,20230718150937942611,202307181509429,1689718186.956696,1689718191.9661458,1689718177.942611,1689718182.952176,1689718175.937915
,20230718150957072102,4,20230718151007093841,202307181510121,5,20230718151000078075,202307181510050,1689718207.0938413,1689718212.1026058,1689718200.078075,1689718205.0913157,1689718197.0721016
,20230718151017211756,5,20230718151030233517,202307181510352,6,20230718151021218924,202307181510262,1689718230.2335174,1689718235.2420728,1689718221.2189243,1689718226.228696,1689718217.2117565
