trial_numbers,cue_time in s,M1_L_rewards,M1_L_beambreak_time in s,M1_L_reward time in s,M2_R_rewards,M2_R_beambreak_time in s,M2_R_reward time in s,M1_L_beambreak_time,M1_L_reward time,M2_R_beambreak_time,M2_R_reward time,cue_time
,20230718151319961265,1,20230718151326005079,202307181513260,1,20230718151321966149,202307181513220,1689718406.0050793,1689718406.0397148,1689718401.9661493,1689718402.0003462,1689718399.9612653
,20230718151331133925,2,20230718151334146999,202307181513341,2,20230718151337185175,202307181513372,1689718414.1469994,1689718414.1815014,1689718417.1851752,1689718417.2230222,1689718411.1339252
