cue_time in s,M1_L_rewards,M1_L_beambreak_time in s,M1_L_reward time in s,M2_R_rewards,M2_R_beambreak_time in s,M2_R_reward time in s,M1_L_beambreak_time,M1_L_reward time,M2_R_beambreak_time,M2_R_reward time,cue_time
20230718142852154989,1,20230718142906211763,202307181429062,1,20230718142900169609,202307181429002,1689715746.2117634,1689715746.2464235,1689715740.169609,1689715740.2048805,1689715732.1549888
