trial_numbers,cue_time in s,M1_L_rewards,M1_L_beambreak_time in s,M1_L_reward time in s,M2_R_rewards,M2_R_beambreak_time in s,M2_R_reward time in s,M1_L_beambreak_time,M1_L_reward time,M2_R_beambreak_time,M2_R_reward time,cue_time
,20230718150621336574,1,20230718150628346795,202307181506283,1,20230718150630383434,202307181506304,1689717988.3467946,1689717988.381602,1689717990.3834338,1689717990.4183636,1689717981.3365738
,20230718150635514799,2,20230718150645562665,202307181506455,2,20230718150641523712,202307181506415,1689718005.5626655,1689718005.597432,1689718001.523712,1689718001.5574534,1689717995.514799
