trial_numbers,cue_time in s,M1_L_rewards,M1_L_beambreak_time in s,M1_L_reward time in s,M2_R_rewards,M2_R_beambreak_time in s,M2_R_reward time in s,M1_L_beambreak_time,M1_L_reward time,M2_R_beambreak_time,M2_R_reward time,cue_time
,20230719143325349954,85,,202307191431344,59,,202307191432440,1689802416.3661685,1689802294.4189372,1689802416.3692155,1689802364.008402,1689802405.3499544
,20230719143351537125,85,,202307191431344,59,,202307191432440,1689802442.5545876,1689802294.4189372,1689802442.556607,1689802364.008402,1689802431.5371249
,20230719143417714060,85,,202307191431344,59,,202307191432440,1689802468.7305458,1689802294.4189372,1689802468.7327201,1689802364.008402,1689802457.7140596
,20230719143443895263,85,,202307191431344,59,,202307191432440,1689802494.9112074,1689802294.4189372,1689802494.912738,1689802364.008402,1689802483.8952634
,20230719143510070141,85,,202307191431344,59,,202307191432440,1689802521.086769,1689802294.4189372,1689802521.0888376,1689802364.008402,1689802510.070141
,20230719143536242915,85,,202307191431344,59,,202307191432440,1689802547.259244,1689802294.4189372,1689802547.2616227,1689802364.008402,1689802536.242915
,20230719143602407999,85,,202307191431344,59,,202307191432440,1689802573.424467,1689802294.4189372,1689802573.426075,1689802364.008402,1689802562.4079986
,20230719143628594937,86,20230719143631600411,202307191436316,59,,202307191432440,1689802591.6004114,1689802591.6457074,1689802599.655753,1689802364.008402,1689802588.5949366
,20230719143649818289,86,,202307191436316,59,,202307191432440,1689802620.8345177,1689802591.6457074,1689802620.8361719,1689802364.008402,1689802609.8182886
,20230719143716009476,86,,202307191436316,60,20230719143721017303,202307191437210,1689802647.0669007,1689802591.6457074,1689802641.0173032,1689802641.0588176,1689802636.0094762
,20230719143732220636,86,,202307191436316,60,,202307191437210,1689802663.2371707,1689802591.6457074,1689802663.2417803,1689802641.0588176,1689802652.2206364
,20230719143758410910,86,,202307191436316,60,,202307191437210,1689802689.4276242,1689802591.6457074,1689802689.4291885,1689802641.0588176,1689802678.41091
,20230719143824596624,87,20230719143831606374,202307191438316,60,,202307191437210,1689802711.606374,1689802711.6513221,1689802715.6580708,1689802641.0588176,1689802704.5966244
,20230719143845819666,87,,202307191438316,60,,202307191437210,1689802736.8362184,1689802711.6513221,1689802736.8384588,1689802641.0588176,1689802725.8196661
,20230719143911992813,87,,202307191438316,60,,202307191437210,1689802763.0089548,1689802711.6513221,1689802763.0105438,1689802641.0588176,1689802751.9928133
,20230719143938161979,87,,202307191438316,60,,202307191437210,1689802789.1796815,1689802711.6513221,1689802789.181243,1689802641.0588176,1689802778.1619794
,20230719144004348131,88,20230719144007353827,202307191440073,60,,202307191437210,1689802807.353827,1689802807.397786,1689802815.4069307,1689802641.0588176,1689802804.3481312
,20230719144025567754,89,20230719144034613411,202307191440346,61,20230719144028573271,202307191440286,1689802834.6134112,1689802834.6572566,1689802828.5732706,1689802828.6072435,1689802825.5677536
,20230719144039793963,89,,202307191440346,61,,202307191440286,1689802850.8100371,1689802834.6572566,1689802850.8116,1689802828.6072435,1689802839.7939627
,20230719144106004921,89,,202307191440346,61,,202307191440286,1689802877.020173,1689802834.6572566,1689802877.0225382,1689802828.6072435,1689802866.0049212
,20230719144132188917,89,,202307191440346,61,,202307191440286,1689802903.2090566,1689802834.6572566,1689802903.2118793,1689802828.6072435,1689802892.1889172
,20230719144158384667,89,,202307191440346,61,,202307191440286,1689802929.400967,1689802834.6572566,1689802929.403135,1689802828.6072435,1689802918.3846672
,20230719144224566978,89,,202307191440346,62,20230719144231576923,202307191442316,1689802955.618541,1689802834.6572566,1689802951.5769231,1689802951.6117325,1689802944.5669777
,20230719144240749017,89,,202307191440346,62,,202307191442316,1689802971.7653503,1689802834.6572566,1689802971.767506,1689802951.6117325,1689802960.749017
,20230719144306922000,89,,202307191440346,62,,202307191442316,1689802997.9401364,1689802834.6572566,1689802997.942374,1689802951.6117325,1689802986.922
,20230719144333097591,89,,202307191440346,62,,202307191442316,1689803024.11318,1689802834.6572566,1689803024.1156917,1689802951.6117325,1689803013.097591
,20230719144359284017,89,,202307191440346,62,,202307191442316,1689803050.3002894,1689802834.6572566,1689803050.3026338,1689802951.6117325,1689803039.284017
,20230719144425471322,89,,202307191440346,62,,202307191442316,1689803076.4877856,1689802834.6572566,1689803076.490078,1689802951.6117325,1689803065.4713216
,20230719144451636787,89,,202307191440346,62,,202307191442316,1689803102.6531138,1689802834.6572566,1689803102.6551762,1689802951.6117325,1689803091.636787
,20230719144517823130,89,,202307191440346,62,,202307191442316,1689803128.844476,1689802834.6572566,1689803128.845926,1689802951.6117325,1689803117.8231297
,20230719144544010610,89,,202307191440346,62,,202307191442316,1689803155.0268664,1689802834.6572566,1689803155.0291605,1689802951.6117325,1689803144.0106096
,20230719144610179657,90,20230719144611183383,202307191446112,62,,202307191442316,1689803171.183383,1689803171.2280161,1689803181.2407427,1689802951.6117325,1689803170.179657
,20230719144631404923,90,,202307191446112,62,,202307191442316,1689803202.4211092,1689803171.2280161,1689803202.422668,1689802951.6117325,1689803191.404923
,20230719144657599615,90,,202307191446112,62,,202307191442316,1689803228.6177168,1689803171.2280161,1689803228.6192555,1689802951.6117325,1689803217.5996146
,20230719144723787899,90,,202307191446112,63,20230719144724791697,202307191447248,1689803254.8424487,1689803171.2280161,1689803244.7916965,1689803244.82957,1689803243.7878988
,20230719144740006188,90,,202307191446112,64,20230719144743011797,202307191447430,1689803271.0568337,1689803171.2280161,1689803263.0117974,1689803263.046319,1689803260.0061877
,20230719144756195801,90,,202307191446112,65,20230719144759201322,202307191447592,1689803287.246338,1689803171.2280161,1689803279.2013223,1689803279.2356045,1689803276.195801
,20230719144812394223,91,20230719144819405030,202307191448194,65,,202307191447592,1689803299.4050305,1689803299.4481819,1689803303.4546795,1689803279.2356045,1689803292.3942227
,20230719144833611079,91,,202307191448194,65,,202307191447592,1689803324.6261454,1689803299.4481819,1689803324.62688,1689803279.2356045,1689803313.6110785
,20230719144859778172,91,,202307191448194,65,,202307191447592,1689803350.7942207,1689803299.4481819,1689803350.7963326,1689803279.2356045,1689803339.7781723
,20230719144925958797,91,,202307191448194,65,,202307191447592,1689803376.9756224,1689803299.4481819,1689803376.9775784,1689803279.2356045,1689803365.9587975
,20230719144952132092,92,20230719144957139679,202307191449571,65,,202307191447592,1689803397.1396787,1689803397.1861234,1689803403.1948879,1689803279.2356045,1689803392.1320918
,20230719145013348762,92,,202307191449571,65,,202307191447592,1689803424.3644214,1689803397.1861234,1689803424.3675017,1689803279.2356045,1689803413.3487623
,20230719145039527223,92,,202307191449571,65,,202307191447592,1689803450.5445008,1689803397.1861234,1689803450.5467122,1689803279.2356045,1689803439.5272229
,20230719145105702885,92,,202307191449571,65,,202307191447592,1689803476.7192066,1689803397.1861234,1689803476.7212665,1689803279.2356045,1689803465.702885
,20230719145131881793,92,,202307191449571,66,20230719145138891527,202307191451389,1689803502.9332342,1689803397.1861234,1689803498.8915274,1689803498.9270697,1689803491.881793
,20230719145148079256,92,,202307191449571,66,,202307191451389,1689803519.0947092,1689803397.1861234,1689803519.0962389,1689803498.9270697,1689803508.0792556
,20230719145214249080,92,,202307191449571,66,,202307191451389,1689803545.2652967,1689803397.1861234,1689803545.267388,1689803498.9270697,1689803534.2490804
,20230719145240428325,92,,202307191449571,66,,202307191451389,1689803571.4444902,1689803397.1861234,1689803571.4464478,1689803498.9270697,1689803560.4283254
,20230719145306610658,92,,202307191449571,66,,202307191451389,1689803597.62666,1689803397.1861234,1689803597.6281533,1689803498.9270697,1689803586.6106584
,20230719145332795266,92,,202307191449571,66,,202307191451389,1689803623.8125868,1689803397.1861234,1689803623.8149178,1689803498.9270697,1689803612.7952662
,20230719145359015040,92,,202307191449571,66,,202307191451389,1689803650.029724,1689803397.1861234,1689803650.031899,1689803498.9270697,1689803639.0150402
