trial_numbers,cue_time in s,M5_L_rewards,M5_L_beambreak_time in s,M5_L_reward time in s,M6_R_rewards,M6_R_beambreak_time in s,M6_R_reward time in s,M5_L_beambreak_time,M5_L_reward time,M6_R_beambreak_time,M6_R_reward time,cue_time
,20230719111636886082,97,20230719111637889278,202307191116379,73,20230719111640935899,202307191116409,1689790597.8892784,1689790597.932309,1689790600.9358985,1689790600.9726968,1689790596.8860824
,20230719111646097802,98,20230719111650106064,202307191116501,74,20230719111651154446,202307191116511,1689790610.1060638,1689790610.1530302,1689790611.154446,1689790611.1947572,1689790606.097802
,20230719111656323258,99,20230719111705335725,202307191117053,74,,202307191116511,1689790625.335725,1689790625.3798568,1689790632.3892276,1689790611.1947572,1689790616.3232582
,20230719111722532743,99,,202307191117053,74,,202307191116511,1689790658.5551193,1689790625.3798568,1689790658.5573137,1689790611.1947572,1689790642.5327425
,20230719111753710157,99,,202307191117053,74,,202307191116511,1689790689.7344348,1689790625.3798568,1689790689.7361944,1689790611.1947572,1689790673.7101574
,20230719111824888767,100,20230719111825893235,202307191118259,75,20230719111828944581,202307191118289,1689790705.8932352,1689790705.9409432,1689790708.9445813,1689790708.9783316,1689790704.8887675
,20230719111834093540,100,,202307191118259,76,20230719111835098452,202307191118351,1689790730.1515942,1689790705.9409432,1689790715.0984519,1689790715.132775,1689790714.09354
,20230719111855297282,100,,202307191118259,76,,202307191118351,1689790751.3196456,1689790705.9409432,1689790751.3211975,1689790715.132775,1689790735.2972822
,20230719111926484316,101,20230719111940501906,202307191119405,76,,202307191118351,1689790780.5019064,1689790780.5475502,1689790782.552096,1689790715.132775,1689790766.4843159
,20230719111952685515,102,20230719111954690178,202307191119547,76,,202307191118351,1689790794.6901784,1689790794.7341976,1689790808.7522986,1689790715.132775,1689790792.6855154
,20230719112018902538,102,,202307191119547,76,,202307191118351,1689790834.9255147,1689790794.7341976,1689790834.9276469,1689790715.132775,1689790818.9025376
,20230719112050082274,102,,202307191119547,76,,202307191118351,1689790866.104771,1689790794.7341976,1689790866.106901,1689790715.132775,1689790850.082274
,20230719112121281212,102,,202307191119547,76,,202307191118351,1689790897.3038735,1689790794.7341976,1689790897.3061013,1689790715.132775,1689790881.281212
,20230719112152464174,102,,202307191119547,76,,202307191118351,1689790928.4864447,1689790794.7341976,1689790928.4885988,1689790715.132775,1689790912.4641736
,20230719112223647888,102,,202307191119547,76,,202307191118351,1689790959.669874,1689790794.7341976,1689790959.6712317,1689790715.132775,1689790943.6478882
,20230719112254825333,103,20230719112255830533,202307191122558,76,,202307191118351,1689790975.830533,1689790975.8784075,1689790990.897506,1689790715.132775,1689790974.8253326
,20230719112321050328,104,20230719112324056179,202307191123240,76,,202307191118351,1689791004.0561793,1689791004.0999575,1689791017.116632,1689790715.132775,1689791001.0503285
,20230719112347244062,105,20230719112357257507,202307191123573,76,,202307191118351,1689791037.257507,1689791037.301256,1689791043.3100433,1689790715.132775,1689791027.2440617
,20230719112413463990,105,,202307191123573,76,,202307191118351,1689791069.4868245,1689791037.301256,1689791069.4889467,1689790715.132775,1689791053.4639902
,20230719112444633575,105,,202307191123573,76,,202307191118351,1689791100.6554604,1689791037.301256,1689791100.6570454,1689790715.132775,1689791084.633575
,20230719112515805202,106,20230719112525818552,202307191125258,76,,202307191118351,1689791125.8185523,1689791125.8624644,1689791131.8740954,1689790715.132775,1689791115.8052025
,20230719112542016347,107,20230719112543020143,202307191125430,77,20230719112556080630,202307191125561,1689791143.0201433,1689791143.0659308,1689791156.08063,1689791156.1168282,1689791142.0163472
,20230719112601254741,108,20230719112615272616,202307191126153,77,,202307191125561,1689791175.272616,1689791175.3165233,1689791177.3264434,1689791156.1168282,1689791161.254741
,20230719112627471051,109,20230719112638485600,202307191126385,77,,202307191125561,1689791198.4855998,1689791198.5304902,1689791203.5407794,1689791156.1168282,1689791187.4710512
,20230719112653676718,109,,202307191126385,77,,202307191125561,1689791229.699306,1689791198.5304902,1689791229.7014782,1689791156.1168282,1689791213.6767178
,20230719112724841559,109,,202307191126385,77,,202307191125561,1689791260.8628335,1689791198.5304902,1689791260.8653772,1689791156.1168282,1689791244.8415594
,20230719112756012887,109,,202307191126385,77,,202307191125561,1689791292.0351317,1689791198.5304902,1689791292.0376244,1689791156.1168282,1689791276.0128875
,20230719112827188315,109,,202307191126385,77,,202307191125561,1689791323.2125537,1689791198.5304902,1689791323.2144694,1689791156.1168282,1689791307.1883147
,20230719112858356890,109,,202307191126385,77,,202307191125561,1689791354.3789716,1689791198.5304902,1689791354.3805277,1689791156.1168282,1689791338.3568902
,20230719112929540236,110,20230719112931546576,202307191129315,77,,202307191125561,1689791371.546576,1689791371.5903378,1689791385.6085498,1689791156.1168282,1689791369.5402358
,20230719112955793995,110,,202307191129315,77,,202307191125561,1689791411.8167844,1689791371.5903378,1689791411.8189335,1689791156.1168282,1689791395.7939954
,20230719113026956703,110,,202307191129315,77,,202307191125561,1689791442.9781713,1689791371.5903378,1689791442.9804654,1689791156.1168282,1689791426.956703
,20230719113058137431,110,,202307191129315,77,,202307191125561,1689791474.1610017,1689791371.5903378,1689791474.162376,1689791156.1168282,1689791458.1374311
,20230719113129311264,111,20230719113130315003,202307191131303,77,,202307191125561,1689791490.3150034,1689791490.3594093,1689791505.3785012,1689791156.1168282,1689791489.311264
,20230719113155520452,111,,202307191131303,77,,202307191125561,1689791531.5440953,1689791490.3594093,1689791531.5463617,1689791156.1168282,1689791515.5204518
,20230719113226705524,111,,202307191131303,77,,202307191125561,1689791562.728034,1689791490.3594093,1689791562.7302794,1689791156.1168282,1689791546.705524
,20230719113257886179,111,,202307191131303,77,,202307191125561,1689791593.9094546,1689791490.3594093,1689791593.9116395,1689791156.1168282,1689791577.8861787
,20230719113329065732,111,,202307191131303,77,,202307191125561,1689791625.088186,1689791490.3594093,1689791625.0897682,1689791156.1168282,1689791609.065732
,20230719113400249149,111,,202307191131303,77,,202307191125561,1689791656.275123,1689791490.3594093,1689791656.2787232,1689791156.1168282,1689791640.2491493
,20230719113431544356,111,,202307191131303,78,20230719113437553225,202307191134375,1689791687.6005557,1689791490.3594093,1689791677.5532253,1689791677.5870059,1689791671.5443563
,20230719113452747047,111,,202307191131303,78,,202307191134375,1689791708.769208,1689791490.3594093,1689791708.7719488,1689791677.5870059,1689791692.7470472
,20230719113523936667,111,,202307191131303,78,,202307191134375,1689791739.9605002,1689791490.3594093,1689791739.9639127,1689791677.5870059,1689791723.9366674
,20230719113555122289,111,,202307191131303,79,20230719113610141127,202307191136101,1689791771.1808884,1689791490.3594093,1689791770.141127,1689791770.17567,1689791755.122289
,20230719113616328221,111,,202307191131303,80,20230719113619333814,202307191136193,1689791792.3851063,1689791490.3594093,1689791779.333814,1689791779.3676026,1689791776.3282208
,20230719113637530128,112,20230719113639534746,202307191136395,80,,202307191136193,1689791799.5347462,1689791799.5785687,1689791813.596575,1689791779.3676026,1689791797.5301275
,20230719113703752628,112,,202307191136395,80,,202307191136193,1689791839.7749026,1689791799.5785687,1689791839.7764506,1689791779.3676026,1689791823.7526283
,20230719113734940335,112,,202307191136395,81,20230719113741951131,202307191137419,1689791870.9980304,1689791799.5785687,1689791861.9511306,1689791861.9856598,1689791854.9403353
,20230719113756131808,112,,202307191136395,81,,202307191137419,1689791892.1545131,1689791799.5785687,1689791892.156777,1689791861.9856598,1689791876.1318078
,20230719113827293595,112,,202307191136395,81,,202307191137419,1689791923.315482,1689791799.5785687,1689791923.317531,1689791861.9856598,1689791907.2935953
,20230719113858449198,112,,202307191136395,81,,202307191137419,1689791954.4708612,1689791799.5785687,1689791954.47238,1689791861.9856598,1689791938.449198
,20230719113929916633,112,,202307191136395,81,,202307191137419,1689791985.937664,1689791799.5785687,1689791985.9391615,1689791861.9856598,1689791969.9166334
,20230719114001088322,113,20230719114005094918,202307191140051,81,,202307191137419,1689792005.0949178,1689792005.1428123,1689792017.1581247,1689791861.9856598,1689792001.0883217
,20230719114027285523,113,,202307191140051,82,20230719114030290768,202307191140303,1689792043.3412774,1689792005.1428123,1689792030.2907677,1689792030.3246567,1689792027.2855232
,20230719114048483971,113,,202307191140051,82,,202307191140303,1689792064.507688,1689792005.1428123,1689792064.509973,1689792030.3246567,1689792048.483971
,20230719114119657875,113,,202307191140051,82,,202307191140303,1689792095.6777287,1689792005.1428123,1689792095.6793694,1689792030.3246567,1689792079.657875
,20230719114150846120,114,20230719114201860587,202307191142019,82,,202307191140303,1689792121.8605871,1689792121.9041145,1689792126.9114184,1689792030.3246567,1689792110.8461204
,20230719114217066800,114,,202307191142019,83,20230719114219071629,202307191142191,1689792153.1245122,1689792121.9041145,1689792139.0716286,1689792139.1065729,1689792137.0667996
,20230719114238268843,114,,202307191142019,83,,202307191142191,1689792174.2902334,1689792121.9041145,1689792174.2923696,1689792139.1065729,1689792158.268843
,20230719114309459635,114,,202307191142019,84,20230719114311467087,202307191143115,1689792205.5202637,1689792121.9041145,1689792191.4670873,1689792191.5029263,1689792189.4596348
,20230719114330669575,114,,202307191142019,84,,202307191143115,1689792226.6920588,1689792121.9041145,1689792226.6942697,1689792191.5029263,1689792210.6695755
,20230719114401847175,114,,202307191142019,85,20230719114409857953,202307191144098,1689792257.9034426,1689792121.9041145,1689792249.8579528,1689792249.8917809,1689792241.8471751
,20230719114423055964,114,,202307191142019,86,20230719114424061300,202307191144240,1689792279.1148536,1689792121.9041145,1689792264.0613003,1689792264.0950675,1689792263.055964
,20230719114444267560,114,,202307191142019,87,20230719114456282786,202307191144563,1689792300.324504,1689792121.9041145,1689792296.282786,1689792296.3174875,1689792284.26756
,20230719114505463516,114,,202307191142019,88,20230719114506467015,202307191145065,1689792321.5215569,1689792121.9041145,1689792306.467015,1689792306.5026567,1689792305.4635158
,20230719114526661844,114,,202307191142019,89,20230719114527665573,202307191145277,1689792342.7192795,1689792121.9041145,1689792327.6655731,1689792327.7002223,1689792326.6618438
,20230719114547874051,115,20230719114557926761,202307191145579,90,20230719114550885032,202307191145509,1689792357.926761,1689792357.970596,1689792350.885032,1689792350.9187555,1689792347.874051
,20230719114603090187,116,20230719114604094991,202307191146041,91,20230719114607144608,202307191146071,1689792364.0949912,1689792364.1409483,1689792367.1446085,1689792367.1783133,1689792363.090187
,20230719114612337089,117,20230719114614374998,202307191146144,92,20230719114613340422,202307191146133,1689792374.3749979,1689792374.422464,1689792373.3404217,1689792373.3735626,1689792372.3370886
,20230719114619560485,118,20230719114620565536,202307191146206,93,20230719114620613388,202307191146206,1689792380.5655355,1689792380.6130366,1689792380.613388,1689792380.6512582,1689792379.560485
,20230719114625766501,119,20230719114626769974,202307191146268,94,20230719114626813505,202307191146268,1689792386.769974,1689792386.8131042,1689792386.813505,1689792386.8512113,1689792385.7665007
,20230719114631965235,120,20230719114640010008,202307191146400,95,20230719114632968618,202307191146330,1689792400.0100076,1689792400.0544424,1689792392.9686182,1689792393.0019734,1689792391.965235
,20230719114645185572,121,20230719114646188832,202307191146462,96,20230719114652239542,202307191146522,1689792406.188832,1689792406.2326336,1689792412.239542,1689792412.2744882,1689792405.185572
,20230719114657412818,122,20230719114658416213,202307191146584,97,20230719114658459723,202307191146584,1689792418.4162126,1689792418.4593897,1689792418.4597225,1689792418.4954624,1689792417.4128184
,20230719114703616602,123,20230719114712662645,202307191147127,98,20230719114711627232,202307191147116,1689792432.6626446,1689792432.710649,1689792431.6272316,1689792431.6611314,1689792423.6166024
,20230719114717840433,124,20230719114718843887,202307191147188,99,20230719114723893620,202307191147239,1689792438.8438869,1689792438.8878381,1689792443.89362,1689792443.9294484,1689792437.8404326
,20230719114729079554,124,,202307191147188,100,20230719114738091874,202307191147381,1689792465.137134,1689792438.8878381,1689792458.0918736,1689792458.1268198,1689792449.0795536
,20230719114750280691,125,20230719114758326730,202307191147583,101,20230719114751284329,202307191147513,1689792478.3267303,1689792478.3710659,1689792471.2843292,1689792471.3189678,1689792470.2806907
,20230719114803516016,125,,202307191147583,102,20230719114808524116,202307191148085,1689792499.5762525,1689792478.3710659,1689792488.524116,1689792488.5612574,1689792483.5160165
,20230719114824725781,125,,202307191147583,102,,202307191148085,1689792520.747123,1689792478.3710659,1689792520.7492392,1689792488.5612574,1689792504.7257812
,20230719114855917399,125,,202307191147583,102,,202307191148085,1689792551.9410641,1689792478.3710659,1689792551.9428692,1689792488.5612574,1689792535.917399
,20230719114927108063,125,,202307191147583,102,,202307191148085,1689792583.1297019,1689792478.3710659,1689792583.1313393,1689792488.5612574,1689792567.1080635
,20230719114958293564,125,,202307191147583,103,20230719115005303730,202307191150053,1689792614.3509054,1689792478.3710659,1689792605.3037302,1689792605.338405,1689792598.2935636
,20230719115019494177,125,,202307191147583,104,20230719115026504251,202307191150265,1689792635.5497637,1689792478.3710659,1689792626.5042505,1689792626.5376878,1689792619.4941773
,20230719115040700792,125,,202307191147583,105,20230719115041704422,202307191150417,1689792656.7562716,1689792478.3710659,1689792641.7044225,1689792641.7372978,1689792640.7007916
,20230719115101921117,125,,202307191147583,106,20230719115111934495,202307191151119,1689792677.9848254,1689792478.3710659,1689792671.9344952,1689792671.9685967,1689792661.9211168
,20230719115123108916,125,,202307191147583,107,20230719115124112177,202307191151241,1689792699.1645086,1689792478.3710659,1689792684.1121767,1689792684.1458333,1689792683.1089158
,20230719115144319323,125,,202307191147583,108,20230719115145322547,202307191151453,1689792720.3766956,1689792478.3710659,1689792705.3225474,1689792705.3577795,1689792704.319323
,20230719115205537583,125,,202307191147583,108,,202307191151453,1689792741.5607672,1689792478.3710659,1689792741.5620584,1689792705.3577795,1689792725.5375834
,20230719115236718891,126,20230719115237722326,202307191152377,109,20230719115240770378,202307191152408,1689792757.7223258,1689792757.7668355,1689792760.7703784,1689792760.8051138,1689792756.7188907
,20230719115245935641,126,,202307191152377,110,20230719115246939016,202307191152469,1689792781.9915094,1689792757.7668355,1689792766.9390163,1689792766.9729455,1689792765.9356408
,20230719115307134834,127,20230719115308138166,202307191153081,110,,202307191152469,1689792788.138166,1689792788.1849182,1689792803.2039373,1689792766.9729455,1689792787.1348343
,20230719115333356311,128,20230719115334359536,202307191153344,111,20230719115342413125,202307191153424,1689792814.359536,1689792814.4040532,1689792822.4131246,1689792822.4478889,1689792813.3563106
,20230719115347577990,129,20230719115348581443,202307191153486,112,20230719115348627012,202307191153486,1689792828.5814426,1689792828.6266727,1689792828.6270118,1689792828.6652527,1689792827.57799
,20230719115353804889,130,20230719115407856123,202307191154079,113,20230719115356809515,202307191153568,1689792847.8561227,1689792847.9039803,1689792836.8095152,1689792836.8433979,1689792833.8048892
,20230719115413037467,131,20230719115414040943,202307191154140,114,20230719115414084694,202307191154141,1689792854.0409431,1689792854.0844295,1689792854.0846944,1689792854.121905,1689792853.0374665
,20230719115419245268,132,20230719115431260743,202307191154313,115,20230719115434308857,202307191154343,1689792871.2607434,1689792871.305193,1689792874.3088572,1689792874.3425925,1689792859.2452679
,20230719115439472657,132,,202307191154313,116,20230719115440475997,202307191154405,1689792895.5278344,1689792871.305193,1689792880.475997,1689792880.5091596,1689792879.4726567
,20230719115500670758,133,20230719115503676342,202307191155037,116,,202307191154405,1689792903.6763422,1689792903.7203338,1689792916.736196,1689792880.5091596,1689792900.6707575
,20230719115526908927,134,20230719115527911343,202307191155279,117,20230719115541967526,202307191155419,1689792927.9113433,1689792927.9528532,1689792941.9675257,1689792941.999935,1689792926.9089267
,20230719115547139061,134,,202307191155279,118,20230719115548143693,202307191155481,1689792963.2007775,1689792927.9528532,1689792948.1436927,1689792948.1816547,1689792947.1390607
,20230719115608307086,134,,202307191155279,118,,202307191155481,1689792984.3290348,1689792927.9528532,1689792984.3305812,1689792948.1816547,1689792968.3070858
,20230719115639487003,135,20230719115653507149,202307191156535,118,,202307191155481,1689793013.5071492,1689793013.5508878,1689793015.555703,1689792948.1816547,1689792999.4870026
,20230719115705701766,136,20230719115706705173,202307191157067,118,,202307191155481,1689793026.7051725,1689793026.748274,1689793041.7672088,1689792948.1816547,1689793025.7017655
,20230719115731930410,137,20230719115746949079,202307191157469,118,,202307191155481,1689793066.949079,1689793066.9929547,1689793067.996564,1689792948.1816547,1689793051.93041
,20230719115758135327,137,,202307191157469,118,,202307191155481,1689793094.157539,1689793066.9929547,1689793094.1599216,1689792948.1816547,1689793078.1353269
,20230719115829328819,137,,202307191157469,118,,202307191155481,1689793125.3507457,1689793066.9929547,1689793125.3522701,1689792948.1816547,1689793109.328819
,20230719115900497770,138,20230719115913514269,202307191159135,118,,202307191155481,1689793153.5142689,1689793153.5580535,1689793156.564045,1689792948.1816547,1689793140.4977703
,20230719115926721313,139,20230719115927725102,202307191159277,118,,202307191155481,1689793167.7251024,1689793167.769245,1689793182.78572,1689792948.1816547,1689793166.7213135
,20230719115952940206,139,,202307191159277,118,,202307191155481,1689793208.9632714,1689793167.769245,1689793208.9655216,1689792948.1816547,1689793192.9402063
,20230719120024120012,139,,202307191159277,118,,202307191155481,1689793240.1418347,1689793167.769245,1689793240.1434798,1689792948.1816547,1689793224.1200123
,20230719120055299890,139,,202307191159277,118,,202307191155481,1689793271.3219411,1689793167.769245,1689793271.3249516,1689792948.1816547,1689793255.2998898
,20230719120126496903,140,20230719120128501327,202307191201285,118,,202307191155481,1689793288.5013273,1689793288.5458941,1689793302.5629835,1689792948.1816547,1689793286.4969034
,20230719120152716897,141,20230719120153720397,202307191201537,119,20230719120153765604,202307191201538,1689793313.720397,1689793313.7653105,1689793313.7656038,1689793313.8008652,1689793312.716897
,20230719120158919817,142,20230719120159923548,202307191201599,120,20230719120159968190,202307191202000,1689793319.9235485,1689793319.9678738,1689793319.9681902,1689793320.0031357,1689793318.919817
,20230719120205123665,142,,202307191201599,121,20230719120206127117,202307191202061,1689793341.1813333,1689793319.9678738,1689793326.1271172,1689793326.1623392,1689793325.1236649
,20230719120226317787,142,,202307191201599,121,,202307191202061,1689793362.3394256,1689793319.9678738,1689793362.3434694,1689793326.1623392,1689793346.3177867
,20230719120257499390,142,,202307191201599,121,,202307191202061,1689793393.5219426,1689793319.9678738,1689793393.5244575,1689793326.1623392,1689793377.4993901
,20230719120328704659,142,,202307191201599,121,,202307191202061,1689793424.7267323,1689793319.9678738,1689793424.7282987,1689793326.1623392,1689793408.704659
,20230719120359902709,142,,202307191201599,121,,202307191202061,1689793455.9252827,1689793319.9678738,1689793455.9279578,1689793326.1623392,1689793439.9027095
,20230719120431079153,143,20230719120432082904,202307191204321,121,,202307191202061,1689793472.0829043,1689793472.1284103,1689793487.1475778,1689793326.1623392,1689793471.0791528
,20230719120457303988,144,20230719120503313210,202307191205033,121,,202307191202061,1689793503.3132095,1689793503.3570561,1689793513.3723872,1689793326.1623392,1689793497.303988
,20230719120523532351,145,20230719120524536114,202307191205245,122,20230719120524580742,202307191205246,1689793524.5361135,1689793524.5803688,1689793524.5807424,1689793524.615599,1689793523.5323515
,20230719120529745452,145,,202307191205245,123,20230719120530748907,202307191205307,1689793545.805228,1689793524.5803688,1689793530.748907,1689793530.7859063,1689793529.7454517
,20230719120550960516,145,,202307191205245,123,,202307191205307,1689793566.9826434,1689793524.5803688,1689793566.985061,1689793530.7859063,1689793550.9605165
,20230719120622141108,146,20230719120624145882,202307191206241,123,,202307191205307,1689793584.1458817,1689793584.1906548,1689793598.2085526,1689793530.7859063,1689793582.141108
,20230719120648356357,146,,202307191206241,124,20230719120649359803,202307191206493,1689793624.40975,1689793584.1906548,1689793609.3598027,1689793609.3928769,1689793608.3563566
,20230719120709554519,147,20230719120710557992,202307191207106,125,20230719120721613400,202307191207216,1689793630.557992,1689793630.6010735,1689793641.6134002,1689793641.6470854,1689793629.5545187
,20230719120726779476,147,,202307191207106,126,20230719120727784736,202307191207278,1689793662.8416553,1689793630.6010735,1689793647.7847362,1689793647.8228886,1689793646.779476
,20230719120747978077,148,20230719120800994839,202307191208010,126,,202307191207278,1689793680.9948392,1689793681.0388198,1689793684.0446124,1689793647.8228886,1689793667.978077
,20230719120814182048,148,,202307191208010,127,20230719120822193047,202307191208222,1689793710.241427,1689793681.0388198,1689793702.1930466,1689793702.2302947,1689793694.1820483
,20230719120835378853,148,,202307191208010,127,,202307191208222,1689793731.401817,1689793681.0388198,1689793731.4046624,1689793702.2302947,1689793715.378853
,20230719120906556820,149,20230719120907560397,202307191209076,128,20230719120907605013,202307191209076,1689793747.5603974,1689793747.6047134,1689793747.6050131,1689793747.6391377,1689793746.55682
,20230719120912753097,150,20230719120915793271,202307191209158,129,20230719120913756550,202307191209137,1689793755.793271,1689793755.8377104,1689793753.7565498,1689793753.7907767,1689793752.7530973
,20230719120920949301,150,,202307191209158,130,20230719120922953835,202307191209229,1689793777.005342,1689793755.8377104,1689793762.9538352,1689793762.987587,1689793760.9493005
,20230719120942149372,150,,202307191209158,130,,202307191209229,1689793798.1729422,1689793755.8377104,1689793798.1750617,1689793762.987587,1689793782.1493716
,20230719121013321183,150,,202307191209158,130,,202307191209229,1689793829.342929,1689793755.8377104,1689793829.345083,1689793762.987587,1689793813.3211832
,20230719121044512481,150,,202307191209158,130,,202307191209229,1689793860.5344267,1689793755.8377104,1689793860.5366716,1689793762.987587,1689793844.5124815
,20230719121115705987,150,,202307191209158,130,,202307191209229,1689793891.7291014,1689793755.8377104,1689793891.731172,1689793762.987587,1689793875.705987
,20230719121146897026,150,,202307191209158,130,,202307191209229,1689793922.918742,1689793755.8377104,1689793922.921003,1689793762.987587,1689793906.8970263
,20230719121218077817,150,,202307191209158,131,20230719121219081089,202307191212191,1689793954.133449,1689793755.8377104,1689793939.0810895,1689793939.1146176,1689793938.0778174
,20230719121239271696,150,,202307191209158,131,,202307191212191,1689793975.2934573,1689793755.8377104,1689793975.2955725,1689793939.1146176,1689793959.2716963
,20230719121310469423,150,,202307191209158,131,,202307191212191,1689794006.4927692,1689793755.8377104,1689794006.495229,1689793939.1146176,1689793990.4694226
,20230719121341666027,150,,202307191209158,132,20230719121342669576,202307191213427,1689794037.7218025,1689793755.8377104,1689794022.669576,1689794022.702807,1689794021.666027
,20230719121402861912,150,,202307191209158,133,20230719121411874237,202307191214119,1689794058.918949,1689793755.8377104,1689794051.8742366,1689794051.908728,1689794042.861912
,20230719121424075528,150,,202307191209158,133,,202307191214119,1689794080.0993688,1689793755.8377104,1689794080.1009579,1689794051.908728,1689794064.075528
,20230719121455260195,150,,202307191209158,133,,202307191214119,1689794111.2822576,1689793755.8377104,1689794111.2840917,1689794051.908728,1689794095.2601953
,20230719121526465466,150,,202307191209158,134,20230719121527469057,202307191215275,1689794142.527185,1689793755.8377104,1689794127.4690568,1689794127.508125,1689794126.465466
,20230719121547683641,151,20230719121548689071,202307191215487,134,,202307191215275,1689794148.689071,1689794148.7358139,1689794163.7549322,1689794127.508125,1689794147.6836407
,20230719121613909372,151,,202307191215487,134,,202307191215275,1689794189.9325593,1689794148.7358139,1689794189.9349349,1689794127.508125,1689794173.9093716
,20230719121645103538,151,,202307191215487,134,,202307191215275,1689794221.1254907,1689794148.7358139,1689794221.1273525,1689794127.508125,1689794205.1035383
,20230719121716295059,151,,202307191215487,134,,202307191215275,1689794252.3177078,1689794148.7358139,1689794252.319825,1689794127.508125,1689794236.2950594
,20230719121747498616,151,,202307191215487,134,,202307191215275,1689794283.5210633,1689794148.7358139,1689794283.5243325,1689794127.508125,1689794267.4986165
,20230719121818698302,151,,202307191215487,134,,202307191215275,1689794314.72083,1689794148.7358139,1689794314.7224507,1689794127.508125,1689794298.6983018
,20230719121849894594,152,20230719121903912280,202307191219039,134,,202307191215275,1689794343.9122803,1689794343.9563482,1689794345.9606347,1689794127.508125,1689794329.8945937
,20230719121916114966,152,,202307191219039,134,,202307191215275,1689794372.1374547,1689794343.9563482,1689794372.140013,1689794127.508125,1689794356.114966
,20230719121947319946,153,20230719121950325855,202307191219503,134,,202307191215275,1689794390.3258545,1689794390.3722196,1689794403.3892071,1689794127.508125,1689794387.3199458
,20230719122013537205,153,,202307191219503,134,,202307191215275,1689794429.55962,1689794390.3722196,1689794429.5611632,1689794127.508125,1689794413.537205
,20230719122044735754,153,,202307191219503,134,,202307191215275,1689794460.757793,1689794390.3722196,1689794460.760475,1689794127.508125,1689794444.7357545
,20230719122115943443,153,,202307191219503,134,,202307191215275,1689794491.9673812,1689794390.3722196,1689794491.9689639,1689794127.508125,1689794475.943443
,20230719122147132929,153,,202307191219503,134,,202307191215275,1689794523.1551921,1689794390.3722196,1689794523.1568623,1689794127.508125,1689794507.1329293
,20230719122218329230,153,,202307191219503,134,,202307191215275,1689794554.3522866,1689794390.3722196,1689794554.35458,1689794127.508125,1689794538.3292296
,20230719122249487099,153,,202307191219503,134,,202307191215275,1689794585.5125072,1689794390.3722196,1689794585.516507,1689794127.508125,1689794569.4870987
,20230719122320688821,153,,202307191219503,134,,202307191215275,1689794616.7141116,1689794390.3722196,1689794616.7158232,1689794127.508125,1689794600.6888208
,20230719122351883292,153,,202307191219503,134,,202307191215275,1689794647.9053578,1689794390.3722196,1689794647.90739,1689794127.508125,1689794631.8832924
,20230719122423069710,153,,202307191219503,134,,202307191215275,1689794679.0914161,1689794390.3722196,1689794679.093558,1689794127.508125,1689794663.0697098
,20230719122454240822,153,,202307191219503,134,,202307191215275,1689794710.2647302,1689794390.3722196,1689794710.266347,1689794127.508125,1689794694.240822
,20230719122525440501,154,20230719122535454311,202307191225354,134,,202307191215275,1689794735.4543107,1689794735.499281,1689794741.509006,1689794127.508125,1689794725.4405012
,20230719122551670424,155,20230719122557679762,202307191225577,134,,202307191215275,1689794757.6797624,1689794757.727032,1689794767.7405744,1689794127.508125,1689794751.6704245
,20230719122617907735,156,20230719122627921208,202307191226279,134,,202307191215275,1689794787.921208,1689794787.965843,1689794793.9750636,1689794127.508125,1689794777.9077346
,20230719122644136361,156,,202307191226279,134,,202307191215275,1689794820.1576796,1689794787.965843,1689794820.159313,1689794127.508125,1689794804.1363611
,20230719122715336330,156,,202307191226279,134,,202307191215275,1689794851.3582795,1689794787.965843,1689794851.3598588,1689794127.508125,1689794835.3363302
,20230719122746514868,157,20230719122758530440,202307191227585,134,,202307191215275,1689794878.5304396,1689794878.5746696,1689794882.5815506,1689794127.508125,1689794866.5148675
,20230719122812748436,158,20230719122813751849,202307191228137,134,,202307191215275,1689794893.751849,1689794893.796313,1689794908.815617,1689794127.508125,1689794892.7484365
,20230719122838987160,158,,202307191228137,134,,202307191215275,1689794935.009466,1689794893.796313,1689794935.0110257,1689794127.508125,1689794918.98716
,20230719122910191719,158,,202307191228137,134,,202307191215275,1689794966.214079,1689794893.796313,1689794966.2163978,1689794127.508125,1689794950.191719
,20230719122941390528,158,,202307191228137,134,,202307191215275,1689794997.4112546,1689794893.796313,1689794997.4128234,1689794127.508125,1689794981.390528
,20230719123012593144,158,,202307191228137,134,,202307191215275,1689795028.6159527,1689794893.796313,1689795028.6183603,1689794127.508125,1689795012.5931437
,20230719123043791102,158,,202307191228137,134,,202307191215275,1689795059.8128428,1689794893.796313,1689795059.8149035,1689794127.508125,1689795043.791102
,20230719123114989325,158,,202307191228137,134,,202307191215275,1689795091.0130239,1689794893.796313,1689795091.0167801,1689794127.508125,1689795074.9893248
,20230719123146186335,158,,202307191228137,134,,202307191215275,1689795122.2077835,1689794893.796313,1689795122.210838,1689794127.508125,1689795106.1863353
,20230719123217379938,159,20230719123228396833,202307191232284,134,,202307191215275,1689795148.3968332,1689795148.4405253,1689795153.448911,1689794127.508125,1689795137.3799384
,20230719123243617018,159,,202307191232284,134,,202307191215275,1689795179.6395845,1689795148.4405253,1689795179.641156,1689794127.508125,1689795163.6170185
,20230719123314826630,159,,202307191232284,134,,202307191215275,1689795210.8525205,1689795148.4405253,1689795210.8560581,1689794127.508125,1689795194.8266299
