,names,L,R,successful_trials,time_between_breaks,time_since_start,cue_times,mouse_L_reward_time,mouse_R_reward_time
0,M1M2,,,False,,0 days 00:00:00.000680,2023-07-18 15:14:56.000680,,
1,M1M2,,5.000008,False,,0 days 00:00:32.000154,2023-07-18 15:15:28.000154,,5.000046
2,M1M2,,,False,,0 days 00:00:53.000366,2023-07-18 15:15:49.000366,,
3,M1M2,,7.00001,False,,0 days 00:01:24.000525,2023-07-18 15:16:20.000525,,6.999975
4,M1M2,3.000004,13.000078,True,10.000074,0 days 00:01:45.000739,2023-07-18 15:16:41.000739,3.000061,13.000061
5,M1M2,8.000012,,False,,0 days 00:02:03.000977,2023-07-18 15:16:59.000977,8.999023,
6,M1M2,2.000005,,False,,0 days 00:02:30.000231,2023-07-18 15:17:26.000231,1.999969,
7,M1M2,,,False,,0 days 00:02:56.000448,2023-07-18 15:17:52.000448,,
8,M1M2,,,False,,0 days 00:03:27.000615,2023-07-18 15:18:23.000615,,
9,M1M2,,,False,,0 days 00:03:58.000781,2023-07-18 15:18:54.000781,,
10,M1M2,13.000016,,False,,0 days 00:04:29.000952,2023-07-18 15:19:25.000952,13.999048,
11,M1M2,7.000011,,False,,0 days 00:04:56.000279,2023-07-18 15:19:52.000279,7.000021,
12,M1M2,,,False,,0 days 00:05:22.000493,2023-07-18 15:20:18.000493,,
13,M1M2,,,False,,0 days 00:05:53.000643,2023-07-18 15:20:49.000643,,
14,M1M2,,,False,,0 days 00:06:24.000811,2023-07-18 15:21:20.000811,,
15,M1M2,,,False,,0 days 00:06:55.000975,2023-07-18 15:21:51.000975,,
16,M1M2,,,False,,0 days 00:07:27.000140,2023-07-18 15:22:23.000140,,
17,M1M2,,,False,,0 days 00:07:58.000306,2023-07-18 15:22:54.000306,,
18,M1M2,,,False,,0 days 00:08:29.000479,2023-07-18 15:23:25.000479,,
19,M1M2,,,False,,0 days 00:09:00.000638,2023-07-18 15:23:56.000638,,
20,M1M2,,,False,,0 days 00:09:31.000817,2023-07-18 15:24:27.000817,,
21,M1M2,,,False,,0 days 00:10:02.000988,2023-07-18 15:24:58.000988,,
22,M1M2,,,False,,0 days 00:10:34.000141,2023-07-18 15:25:30.000141,,
23,M1M2,,,False,,0 days 00:11:05.000314,2023-07-18 15:26:01.000314,,
24,M1M2,11.000014,,False,,0 days 00:11:36.000476,2023-07-18 15:26:32.000476,11.000024,
25,M1M2,,,False,,0 days 00:12:02.000698,2023-07-18 15:26:58.000698,,
26,M1M2,3.000006,,False,,0 days 00:12:33.000897,2023-07-18 15:27:29.000897,3.000003,
27,M1M2,,,False,,0 days 00:13:00.000107,2023-07-18 15:27:56.000107,,
28,M1M2,,,False,,0 days 00:13:31.000303,2023-07-18 15:28:27.000303,,
29,M1M2,,,False,,0 days 00:14:02.000462,2023-07-18 15:28:58.000462,,
30,M1M2,,1.000004,False,,0 days 00:14:33.000640,2023-07-18 15:29:29.000640,,0.99996
31,M1M2,,,False,,0 days 00:14:54.000847,2023-07-18 15:29:50.000847,,
32,M1M2,,,False,,0 days 00:15:26.000225,2023-07-18 15:30:22.000225,,
33,M1M2,8.000011,,False,,0 days 00:15:57.000196,2023-07-18 15:30:53.000196,8.000004,
34,M1M2,,,False,,0 days 00:16:23.000426,2023-07-18 15:31:19.000426,,
35,M1M2,,,False,,0 days 00:16:54.000583,2023-07-18 15:31:50.000583,,
36,M1M2,,,False,,0 days 00:17:25.000765,2023-07-18 15:32:21.000765,,
37,M1M2,,,False,,0 days 00:17:56.000946,2023-07-18 15:32:52.000946,,
38,M1M2,9.000013,,False,,0 days 00:18:28.000134,2023-07-18 15:33:24.000134,9.000066,
39,M1M2,,,False,,0 days 00:18:54.000359,2023-07-18 15:33:50.000359,,
40,M1M2,,6.00001,False,,0 days 00:19:25.000531,2023-07-18 15:34:21.000531,,5.999969
41,M1M2,,4.000009,False,,0 days 00:19:46.000736,2023-07-18 15:34:42.000736,,3.999964
42,M1M2,,,False,,0 days 00:20:07.000941,2023-07-18 15:35:03.000941,,
43,M1M2,,4.000007,False,,0 days 00:20:39.000116,2023-07-18 15:35:35.000116,,4.000884
44,M1M2,,2.000006,False,,0 days 00:21:00.000329,2023-07-18 15:35:56.000329,,1.999971
45,M1M2,,,False,,0 days 00:21:21.000551,2023-07-18 15:36:17.000551,,
46,M1M2,4.000007,,False,,0 days 00:21:52.000723,2023-07-18 15:36:48.000723,3.999977,
47,M1M2,,,False,,0 days 00:22:18.000933,2023-07-18 15:37:14.000933,,
48,M1M2,2.000005,,False,,0 days 00:22:50.000117,2023-07-18 15:37:46.000117,2.000883,
49,M1M2,,,False,,0 days 00:23:16.000376,2023-07-18 15:38:12.000376,,
50,M1M2,,,False,,0 days 00:23:47.000536,2023-07-18 15:38:43.000536,,
51,M1M2,,,False,,0 days 00:24:18.000715,2023-07-18 15:39:14.000715,,
52,M1M2,,,False,,0 days 00:24:49.000878,2023-07-18 15:39:45.000878,,
