,names,L,R,successful_trials,time_between_breaks,time_since_start,cue_times,mouse_L_reward_time,mouse_R_reward_time
0,M5M6,,13.000166,False,,0 days 00:00:05.000471,2023-09-14 09:28:01.000471,,13.000529
1,M5M6,,1.000004,False,,0 days 00:00:56.000646,2023-09-14 09:28:52.000646,,1.000054
2,M5M6,,1.000004,False,,0 days 00:01:47.000864,2023-09-14 09:29:43.000864,,1.000036
3,M5M6,,1.999148,False,,0 days 00:02:39.000952,2023-09-14 09:30:35.000952,,2.000048
4,M5M6,,2.000005,False,,0 days 00:03:30.000328,2023-09-14 09:31:26.000328,,1.999972
5,M5M6,,1.000005,False,,0 days 00:04:21.000543,2023-09-14 09:32:17.000543,,1.000057
6,M5M6,,,False,,0 days 00:05:12.000749,2023-09-14 09:33:08.000749,,
7,M5M6,,3.000005,False,,0 days 00:06:03.000919,2023-09-14 09:33:59.000919,,2.999981
8,M5M6,,1.000004,False,,0 days 00:06:55.000142,2023-09-14 09:34:51.000142,,1.000058
9,M5M6,,1.000005,False,,0 days 00:07:46.000372,2023-09-14 09:35:42.000372,,1.000028
10,M5M6,,1.000004,False,,0 days 00:08:37.000603,2023-09-14 09:36:33.000603,,0.999997
11,M5M6,6.000073,1.000003,True,5.000070000000001,0 days 00:09:28.000833,2023-09-14 09:37:24.000833,6.000067,1.000067
12,M5M6,,7.00001,False,,0 days 00:10:20.000107,2023-09-14 09:38:16.000107,,7.000893
13,M5M6,14.000083,1.000004,True,13.000079,0 days 00:11:11.000435,2023-09-14 09:39:07.000435,14.000065,1.000065
14,M5M6,1.000003,1.00007,True,6.700000000003925e-05,0 days 00:12:02.000730,2023-09-14 09:39:58.000730,0.99997,1.00007
15,M5M6,,,False,,0 days 00:12:54.000300,2023-09-14 09:40:50.000300,,
16,M5M6,,2.000005,False,,0 days 00:13:45.000200,2023-09-14 09:41:41.000200,,2.0
17,M5M6,,,False,,0 days 00:14:36.000434,2023-09-14 09:42:32.000434,,
18,M5M6,,,False,,0 days 00:15:27.000602,2023-09-14 09:43:23.000602,,
19,M5M6,,,False,,0 days 00:16:18.000772,2023-09-14 09:44:14.000772,,
20,M5M6,,4.000006,False,,0 days 00:17:09.000939,2023-09-14 09:45:05.000939,,4.999061
21,M5M6,,3.000006,False,,0 days 00:18:01.000197,2023-09-14 09:45:57.000197,,3.000003
22,M5M6,,1.000004,False,,0 days 00:18:52.000433,2023-09-14 09:46:48.000433,,1.000067
23,M5M6,,1.000003,False,,0 days 00:19:43.000674,2023-09-14 09:47:39.000674,,1.000026
24,M5M6,,1.000006,False,,0 days 00:20:34.000895,2023-09-14 09:48:30.000895,,1.000005
25,M5M6,,1.000003,False,,0 days 00:21:26.000129,2023-09-14 09:49:22.000129,,1.000871
