,names,L,R,successful_trials,time_between_breaks,time_since_start,cue_times
0,M5M6,12.1,7.0,True,5.1,0 days 00:00:00.000400,2023-07-14 14:03:06.000400
1,M5M6,13.099999999999998,8.0,True,5.099999999999998,0 days 00:00:17.000700,2023-07-14 14:03:23.000700
2,M5M6,7.100000000000001,4.0,True,3.1000000000000014,0 days 00:00:35.000900,2023-07-14 14:03:41.000900
