,names,L,R,successful_trials,time_between_breaks,time_since_start,cue_times,mouse_L_reward_time,mouse_R_reward_time
0,M3M4,1.000003,2.00004,True,1.0000369999999998,0 days 00:00:00.000226,2023-07-21 10:02:55.000226,0.999974,2.000074
1,M3M4,5.000007,10.000059,True,5.000052,0 days 00:00:07.000411,2023-07-21 10:03:02.000411,4.999989,10.000089
2,M3M4,,6.000009,False,,0 days 00:00:22.000603,2023-07-21 10:03:17.000603,,5.999997
3,M3M4,,,False,,0 days 00:00:38.000768,2023-07-21 10:03:33.000768,,
4,M3M4,,4.000006,False,,0 days 00:01:04.000936,2023-07-21 10:03:59.000936,,3.999964
5,M3M4,1.000003,1.000037,True,3.4000000000089514e-05,0 days 00:01:21.000103,2023-07-21 10:04:16.000103,1.000897,1.000897
6,M3M4,5.00001,6.000046,True,1.0000360000000006,0 days 00:01:27.000280,2023-07-21 10:04:22.000280,5.00002,6.00002
7,M3M4,5.000008,,False,,0 days 00:01:38.000469,2023-07-21 10:04:33.000469,5.000031,
8,M3M4,10.000047,1.000003,True,9.000044,0 days 00:01:59.000646,2023-07-21 10:04:54.000646,10.000054,0.999954
9,M3M4,1.000007,3.000046,True,2.000039,0 days 00:02:14.000834,2023-07-21 10:05:09.000834,0.999966,3.000066
10,M3M4,3.000067,,False,,0 days 00:02:23.000217,2023-07-21 10:05:18.000217,2.999783,
11,M3M4,,1.000003,False,,0 days 00:02:44.000190,2023-07-21 10:05:39.000190,,1.00001
12,M3M4,5.000008,,False,,0 days 00:03:00.000351,2023-07-21 10:05:55.000351,4.999949,
13,M3M4,4.000041,1.000003,True,3.0000380000000004,0 days 00:03:21.000518,2023-07-21 10:06:16.000518,3.999982,0.999982
14,M3M4,1.000002,8.000043,True,7.0000409999999995,0 days 00:03:30.000694,2023-07-21 10:06:25.000694,1.000006,8.000006
15,M3M4,1.000004,10.000048,True,9.000043999999999,0 days 00:03:43.000890,2023-07-21 10:06:38.000890,1.00001,10.00001
16,M3M4,2.999328,2.000039,True,0.9992890000000001,0 days 00:03:59.000790,2023-07-21 10:06:54.000790,3.00021,2.00021
17,M3M4,4.000041,1.000003,True,3.0000380000000004,0 days 00:04:07.000224,2023-07-21 10:07:02.000224,4.000076,0.999976
18,M3M4,2.000005,2.000039,True,3.400000000031156e-05,0 days 00:04:16.000407,2023-07-21 10:07:11.000407,1.999993,1.999993
19,M3M4,4.000042,1.000004,True,3.000038,0 days 00:04:23.000576,2023-07-21 10:07:18.000576,4.000024,1.000024
20,M3M4,1.000003,5.000044,True,4.0000409999999995,0 days 00:04:32.000751,2023-07-21 10:07:27.000751,0.999949,5.000049
21,M3M4,2.000044,1.000005,True,1.000039,0 days 00:04:42.000935,2023-07-21 10:07:37.000935,2.999065,0.999965
22,M3M4,2.000004,,False,,0 days 00:04:50.000119,2023-07-21 10:07:45.000119,2.000881,
23,M3M4,8.000046,2.000004,True,6.000041999999999,0 days 00:05:11.000294,2023-07-21 10:08:06.000294,8.000006,2.000006
24,M3M4,3.00004,1.000004,True,2.0000359999999997,0 days 00:05:24.000485,2023-07-21 10:08:19.000485,3.000015,1.000015
25,M3M4,7.00005,1.000005,True,6.000045,0 days 00:05:32.000664,2023-07-21 10:08:27.000664,7.000036,1.000036
26,M3M4,2.000007,7.000051,True,5.000044,0 days 00:05:44.000855,2023-07-21 10:08:39.000855,2.000045,7.000045
27,M3M4,4.000396,3.000055,True,1.0003410000000001,0 days 00:05:57.000438,2023-07-21 10:08:52.000438,4.000562,2.999562
28,M3M4,1.000003,2.00004,True,1.0000369999999998,0 days 00:06:06.000201,2023-07-21 10:09:01.000201,0.999999,1.999999
29,M3M4,1.000004,2.00004,True,1.000036,0 days 00:06:13.000383,2023-07-21 10:09:08.000383,1.000017,2.000017
