,names,L,R,successful_trials,time_between_breaks,time_since_start,cue_times,mouse_L_reward_time,mouse_R_reward_time
0,M8M6,1.000003,1.000059,True,5.6000000000056005e-05,0 days 00:00:00.000779,2023-08-14 16:11:51.000779,1.000021,1.000021
1,M8M6,,1.000039,False,,0 days 00:00:47.000300,2023-08-14 16:12:38.000300,,0.9997
2,M8M6,,6.00001,False,,0 days 00:01:33.000211,2023-08-14 16:13:24.000211,,5.999989
3,M8M6,,1.000003,False,,0 days 00:02:19.000404,2023-08-14 16:14:10.000404,,0.999996
4,M8M6,,1.000005,False,,0 days 00:03:05.000595,2023-08-14 16:14:56.000595,,1.000005
5,M8M6,,1.000004,False,,0 days 00:03:51.000777,2023-08-14 16:15:42.000777,,1.000023
6,M8M6,,1.000004,False,,0 days 00:04:37.000978,2023-08-14 16:16:28.000978,,1.999022
7,M8M6,2.000063,1.000007,True,1.0000559999999998,0 days 00:05:24.000153,2023-08-14 16:17:15.000153,2.000047,1.000047
8,M8M6,,1.000004,False,,0 days 00:06:10.000402,2023-08-14 16:18:01.000402,,0.999998
9,M8M6,,1.000004,False,,0 days 00:06:56.000592,2023-08-14 16:18:47.000592,,1.000008
10,M8M6,1.000004,1.000057,True,5.300000000008076e-05,0 days 00:07:42.000797,2023-08-14 16:19:33.000797,1.000003,1.000103
11,M8M6,,1.000037,False,,0 days 00:08:29.000423,2023-08-14 16:20:20.000423,,0.999577
12,M8M6,,1.000004,False,,0 days 00:09:15.000238,2023-08-14 16:21:06.000238,,0.999962
13,M8M6,,1.000004,False,,0 days 00:10:01.000421,2023-08-14 16:21:52.000421,,0.999979
14,M8M6,1.000003,1.000057,True,5.3999999999998494e-05,0 days 00:10:47.000607,2023-08-14 16:22:38.000607,0.999993,1.000093
15,M8M6,10.000072,1.000005,True,9.000067,0 days 00:11:33.000848,2023-08-14 16:23:24.000848,10.000052,1.000052
16,M8M6,1.000025,0.999211,True,0.0008139999999999814,0 days 00:12:20.000936,2023-08-14 16:24:11.000936,1.000064,1.000064
17,M8M6,,1.000004,False,,0 days 00:13:06.000334,2023-08-14 16:24:57.000334,,0.999966
18,M8M6,,1.000004,False,,0 days 00:13:52.000533,2023-08-14 16:25:43.000533,,0.999967
19,M8M6,,1.000004,False,,0 days 00:14:38.000705,2023-08-14 16:26:29.000705,,0.999995
20,M8M6,,1.000004,False,,0 days 00:15:24.000892,2023-08-14 16:27:15.000892,,1.000008
21,M8M6,,1.000051,False,,0 days 00:16:11.000910,2023-08-14 16:28:02.000910,,1.00009
22,M8M6,,1.000005,False,,0 days 00:16:57.000282,2023-08-14 16:28:48.000282,,1.000018
23,M8M6,1.000003,1.000056,True,5.300000000008076e-05,0 days 00:17:43.000472,2023-08-14 16:29:34.000472,1.000028,1.000028
24,M8M6,,1.000005,False,,0 days 00:18:29.000715,2023-08-14 16:30:20.000715,,0.999985
25,M8M6,,1.000004,False,,0 days 00:19:15.000902,2023-08-14 16:31:06.000902,,0.999998
26,M8M6,10.000069,1.000004,True,9.000065,0 days 00:20:02.000103,2023-08-14 16:31:53.000103,10.000097,1.000897
27,M8M6,,1.000006,False,,0 days 00:20:48.000335,2023-08-14 16:32:39.000335,,0.999965
28,M8M6,,1.000003,False,,0 days 00:21:34.000523,2023-08-14 16:33:25.000523,,0.999977
29,M8M6,,1.000003,False,,0 days 00:22:20.000700,2023-08-14 16:34:11.000700,,1.0
30,M8M6,,1.000004,False,,0 days 00:23:06.000890,2023-08-14 16:34:57.000890,,1.00001
31,M8M6,,1.000025,False,,0 days 00:23:53.000790,2023-08-14 16:35:44.000790,,1.00021
32,M8M6,,1.000004,False,,0 days 00:24:39.000263,2023-08-14 16:36:30.000263,,1.000037
33,M8M6,,1.000006,False,,0 days 00:25:25.000464,2023-08-14 16:37:16.000464,,1.000036
34,M8M6,,1.000004,False,,0 days 00:26:11.000640,2023-08-14 16:38:02.000640,,0.99996
35,M8M6,,1.000003,False,,0 days 00:26:57.000832,2023-08-14 16:38:48.000832,,0.999968
36,M8M6,,1.000053,False,,0 days 00:27:44.000308,2023-08-14 16:39:35.000308,,0.999692
37,M8M6,,1.000004,False,,0 days 00:28:30.000228,2023-08-14 16:40:21.000228,,0.999972
38,M8M6,1.000004,1.00006,True,5.6000000000056005e-05,0 days 00:29:16.000422,2023-08-14 16:41:07.000422,0.999978,1.000078
39,M8M6,3.00006,1.000004,True,2.000056,0 days 00:30:02.000657,2023-08-14 16:41:53.000657,3.000043,1.000043
