,names,L,R,successful_trials,time_between_breaks,time_since_start,cue_times,mouse_L_reward_time,mouse_R_reward_time
0,M5M6,,1.000004,False,,0 days 00:00:05.000549,2023-09-15 07:51:01.000549,,1.000051
1,M5M6,,1.000004,False,,0 days 00:00:56.000786,2023-09-15 07:51:52.000786,,1.000014
2,M5M6,,1.00027,False,,0 days 00:01:48.000103,2023-09-15 07:52:44.000103,,0.999897
3,M5M6,,,False,,0 days 00:02:39.000215,2023-09-15 07:53:35.000215,,
4,M5M6,,,False,,0 days 00:03:30.000405,2023-09-15 07:54:26.000405,,
5,M5M6,,,False,,0 days 00:04:21.000564,2023-09-15 07:55:17.000564,,
6,M5M6,,,False,,0 days 00:05:12.000737,2023-09-15 07:56:08.000737,,
7,M5M6,,,False,,0 days 00:06:03.000917,2023-09-15 07:56:59.000917,,
8,M5M6,,,False,,0 days 00:06:55.000818,2023-09-15 07:57:51.000818,,
9,M5M6,,,False,,0 days 00:07:46.000249,2023-09-15 07:58:42.000249,,
10,M5M6,,,False,,0 days 00:08:37.000425,2023-09-15 07:59:33.000425,,
11,M5M6,,,False,,0 days 00:09:28.000584,2023-09-15 08:00:24.000584,,
12,M5M6,,10.000014,False,,0 days 00:10:19.000746,2023-09-15 08:01:15.000746,,10.000054
13,M5M6,,1.000004,False,,0 days 00:11:10.000974,2023-09-15 08:02:06.000974,,1.999026
14,M5M6,,1.000003,False,,0 days 00:12:02.000202,2023-09-15 08:02:58.000202,,0.999998
15,M5M6,,1.000004,False,,0 days 00:12:53.000429,2023-09-15 08:03:49.000429,,0.999971
16,M5M6,,1.000005,False,,0 days 00:13:44.000662,2023-09-15 08:04:40.000662,,1.000038
17,M5M6,,1.000003,False,,0 days 00:14:35.000909,2023-09-15 08:05:31.000909,,0.999991
18,M5M6,,1.000004,False,,0 days 00:15:27.000136,2023-09-15 08:06:23.000136,,1.000064
19,M5M6,,1.000004,False,,0 days 00:16:18.000343,2023-09-15 08:07:14.000343,,1.000057
20,M5M6,,12.000015,False,,0 days 00:17:09.000578,2023-09-15 08:08:05.000578,,12.000022
21,M5M6,,1.000004,False,,0 days 00:18:00.000805,2023-09-15 08:08:56.000805,,0.999995
22,M5M6,,1.000038,False,,0 days 00:18:52.000379,2023-09-15 08:09:48.000379,,1.000621
23,M5M6,,1.000003,False,,0 days 00:19:43.000269,2023-09-15 08:10:39.000269,,1.000031
24,M5M6,,1.000004,False,,0 days 00:20:34.000507,2023-09-15 08:11:30.000507,,0.999993
25,M5M6,,1.000003,False,,0 days 00:21:25.000746,2023-09-15 08:12:21.000746,,1.000054
26,M5M6,,,False,,0 days 00:22:16.000984,2023-09-15 08:13:12.000984,,
27,M5M6,,,False,,0 days 00:23:08.000153,2023-09-15 08:14:04.000153,,
28,M5M6,,,False,,0 days 00:23:59.000317,2023-09-15 08:14:55.000317,,
29,M5M6,,,False,,0 days 00:24:50.000479,2023-09-15 08:15:46.000479,,
30,M5M6,,,False,,0 days 00:25:41.000657,2023-09-15 08:16:37.000657,,
31,M5M6,,,False,,0 days 00:26:32.000819,2023-09-15 08:17:28.000819,,
32,M5M6,,,False,,0 days 00:27:23.000984,2023-09-15 08:18:19.000984,,
33,M5M6,,4.000006,False,,0 days 00:28:15.000150,2023-09-15 08:19:11.000150,,4.00005
34,M5M6,,1.000004,False,,0 days 00:29:06.000382,2023-09-15 08:20:02.000382,,1.000018
35,M5M6,,1.000003,False,,0 days 00:29:57.000614,2023-09-15 08:20:53.000614,,0.999986
36,M5M6,,,False,,0 days 00:30:48.000842,2023-09-15 08:21:44.000842,,
37,M5M6,,,False,,0 days 00:31:40.000168,2023-09-15 08:22:36.000168,,
38,M5M6,,,False,,0 days 00:32:31.000189,2023-09-15 08:23:27.000189,,
39,M5M6,,,False,,0 days 00:33:22.000366,2023-09-15 08:24:18.000366,,
40,M5M6,,,False,,0 days 00:34:13.000535,2023-09-15 08:25:09.000535,,
41,M5M6,,,False,,0 days 00:35:04.000725,2023-09-15 08:26:00.000725,,
42,M5M6,,2.000004,False,,0 days 00:35:55.000910,2023-09-15 08:26:51.000910,,1.99999
43,M5M6,,,False,,0 days 00:36:47.000136,2023-09-15 08:27:43.000136,,
44,M5M6,,14.000018,False,,0 days 00:37:38.000322,2023-09-15 08:28:34.000322,,14.000078
45,M5M6,,,False,,0 days 00:38:29.000566,2023-09-15 08:29:25.000566,,
46,M5M6,11.000014,,False,,0 days 00:39:20.000737,2023-09-15 08:30:16.000737,11.000063,
47,M5M6,1.000004,1.999453,True,0.999449,0 days 00:40:11.000975,2023-09-15 08:31:07.000975,1.999025,2.000025
48,M5M6,,,False,,0 days 00:41:03.000258,2023-09-15 08:31:59.000258,,
49,M5M6,,,False,,0 days 00:41:54.000442,2023-09-15 08:32:50.000442,,
50,M5M6,1.000004,,False,,0 days 00:42:45.000613,2023-09-15 08:33:41.000613,0.999987,
51,M5M6,,,False,,0 days 00:43:36.000842,2023-09-15 08:34:32.000842,,
52,M5M6,,,False,,0 days 00:44:27.000994,2023-09-15 08:35:23.000994,,
53,M5M6,,,False,,0 days 00:45:19.000151,2023-09-15 08:36:15.000151,,
54,M5M6,,,False,,0 days 00:46:10.000325,2023-09-15 08:37:06.000325,,
55,M5M6,,,False,,0 days 00:47:01.000505,2023-09-15 08:37:57.000505,,
56,M5M6,,,False,,0 days 00:47:52.000685,2023-09-15 08:38:48.000685,,
57,M5M6,,,False,,0 days 00:48:43.000839,2023-09-15 08:39:39.000839,,
58,M5M6,7.99943,,False,,0 days 00:49:35.000755,2023-09-15 08:40:31.000755,7.999245,
59,M5M6,,,False,,0 days 00:50:26.000247,2023-09-15 08:41:22.000247,,
60,M5M6,,,False,,0 days 00:51:17.000416,2023-09-15 08:42:13.000416,,
61,M5M6,,,False,,0 days 00:52:08.000580,2023-09-15 08:43:04.000580,,
62,M5M6,,,False,,0 days 00:52:59.000733,2023-09-15 08:43:55.000733,,
63,M5M6,,,False,,0 days 00:53:50.000914,2023-09-15 08:44:46.000914,,
64,M5M6,,,False,,0 days 00:54:42.000748,2023-09-15 08:45:38.000748,,
65,M5M6,,,False,,0 days 00:55:33.000250,2023-09-15 08:46:29.000250,,
66,M5M6,,,False,,0 days 00:56:24.000406,2023-09-15 08:47:20.000406,,
67,M5M6,,,False,,0 days 00:57:15.000556,2023-09-15 08:48:11.000556,,
68,M5M6,10.000013,,False,,0 days 00:58:06.000738,2023-09-15 08:49:02.000738,10.000062,
69,M5M6,,,False,,0 days 00:58:57.000969,2023-09-15 08:49:53.000969,,
70,M5M6,,,False,,0 days 00:59:49.000131,2023-09-15 08:50:45.000131,,
71,M5M6,,,False,,0 days 01:00:40.000301,2023-09-15 08:51:36.000301,,
72,M5M6,,,False,,0 days 01:01:31.000476,2023-09-15 08:52:27.000476,,
73,M5M6,,,False,,0 days 01:02:22.000645,2023-09-15 08:53:18.000645,,
74,M5M6,,,False,,0 days 01:03:13.000826,2023-09-15 08:54:09.000826,,
75,M5M6,,,False,,0 days 01:04:05.000442,2023-09-15 08:55:01.000442,,
76,M5M6,,,False,,0 days 01:04:56.000183,2023-09-15 08:55:52.000183,,
77,M5M6,,,False,,0 days 01:05:47.000362,2023-09-15 08:56:43.000362,,
