,names,L,R,successful_trials,time_between_breaks,time_since_start,cue_times
0,M1M2,,1.0049539999999997,False,,0 days 00:00:00.000672,2023-07-18 15:11:11.000672
1,M1M2,7.009968000000001,,False,,0 days 00:00:27.000829,2023-07-18 15:11:38.000829
2,M1M2,,3.0058069999999972,False,,0 days 00:01:05.000993,2023-07-18 15:12:16.000993
