,names,L,R,successful_trials,time_between_breaks,time_since_start,cue_times,mouse_L_reward_time,mouse_R_reward_time
0,M5M6,1.000006,,False,,0 days 00:00:00.000576,2023-08-12 15:07:14.000576,1.000024,
1,M5M6,1.000004,,False,,0 days 00:00:31.000778,2023-08-12 15:07:45.000778,1.000022,
2,M5M6,,,False,,0 days 00:01:02.000973,2023-08-12 15:08:16.000973,,
3,M5M6,1.000004,,False,,0 days 00:01:44.000144,2023-08-12 15:08:58.000144,1.000056,
4,M5M6,,,False,,0 days 00:02:15.000356,2023-08-12 15:09:29.000356,,
5,M5M6,1.000003,,False,,0 days 00:02:56.000519,2023-08-12 15:10:10.000519,0.999981,
6,M5M6,,6.000009,False,,0 days 00:03:27.000713,2023-08-12 15:10:41.000713,,5.999987
7,M5M6,,,False,,0 days 00:03:48.000914,2023-08-12 15:11:02.000914,,
8,M5M6,2.000045,1.999344,True,0.0007010000000000627,0 days 00:04:30.000798,2023-08-12 15:11:44.000798,2.000202,1.999402
9,M5M6,1.000003,1.000058,True,5.499999999991623e-05,0 days 00:04:42.000283,2023-08-12 15:11:56.000283,1.000017,1.000017
10,M5M6,3.000059,1.000003,True,2.000056,0 days 00:04:53.000480,2023-08-12 15:12:07.000480,3.00002,1.00002
11,M5M6,1.000004,1.000058,True,5.3999999999998494e-05,0 days 00:05:06.000699,2023-08-12 15:12:20.000699,1.000001,1.000101
12,M5M6,3.000006,10.000068,True,7.000062000000001,0 days 00:05:17.000915,2023-08-12 15:12:31.000915,2.999985,10.999085
13,M5M6,3.000062,1.000004,True,2.000058,0 days 00:05:38.000156,2023-08-12 15:12:52.000156,3.000044,1.000044
14,M5M6,2.000005,,False,,0 days 00:05:51.000384,2023-08-12 15:13:05.000384,2.000016,
15,M5M6,1.000003,,False,,0 days 00:06:22.000599,2023-08-12 15:13:36.000599,1.000001,
16,M5M6,,,False,,0 days 00:06:53.000796,2023-08-12 15:14:07.000796,,
17,M5M6,,,False,,0 days 00:07:34.000957,2023-08-12 15:14:48.000957,,
18,M5M6,1.000004,4.000062,True,3.000058,0 days 00:08:16.000108,2023-08-12 15:15:30.000108,1.000892,4.000092
19,M5M6,1.000003,,False,,0 days 00:08:30.000330,2023-08-12 15:15:44.000330,0.99997,
20,M5M6,,,False,,0 days 00:09:01.000517,2023-08-12 15:16:15.000517,,
21,M5M6,,6.000009,False,,0 days 00:09:42.000676,2023-08-12 15:16:56.000676,,6.000024
22,M5M6,,1.000003,False,,0 days 00:10:03.000869,2023-08-12 15:17:17.000869,,1.000031
23,M5M6,1.000033,0.999541,True,0.0004919999999999369,0 days 00:10:25.000572,2023-08-12 15:17:39.000572,1.000428,1.000428
24,M5M6,,1.000004,False,,0 days 00:10:36.000260,2023-08-12 15:17:50.000260,,1.00004
25,M5M6,,4.000006,False,,0 days 00:10:57.000458,2023-08-12 15:18:11.000458,,4.000042
26,M5M6,,,False,,0 days 00:11:18.000652,2023-08-12 15:18:32.000652,,
27,M5M6,,,False,,0 days 00:11:59.000810,2023-08-12 15:19:13.000810,,
28,M5M6,,9.000011,False,,0 days 00:12:40.000973,2023-08-12 15:19:54.000973,,9.999027
29,M5M6,,1.000004,False,,0 days 00:13:02.000158,2023-08-12 15:20:16.000158,,1.000042
30,M5M6,,,False,,0 days 00:13:23.000344,2023-08-12 15:20:37.000344,,
31,M5M6,10.000014,,False,,0 days 00:14:04.000485,2023-08-12 15:21:18.000485,10.000015,
32,M5M6,,,False,,0 days 00:14:35.000684,2023-08-12 15:21:49.000684,,
33,M5M6,,4.000006,False,,0 days 00:15:16.000843,2023-08-12 15:22:30.000843,,4.000057
34,M5M6,,,False,,0 days 00:15:38.000333,2023-08-12 15:22:52.000333,,
35,M5M6,10.000013,,False,,0 days 00:16:19.000201,2023-08-12 15:23:33.000201,9.999999,
36,M5M6,,,False,,0 days 00:16:50.000406,2023-08-12 15:24:04.000406,,
37,M5M6,3.000006,,False,,0 days 00:17:31.000566,2023-08-12 15:24:45.000566,3.000034,
38,M5M6,10.000013,,False,,0 days 00:18:02.000767,2023-08-12 15:25:16.000767,10.000033,
39,M5M6,1.000003,,False,,0 days 00:18:33.000972,2023-08-12 15:25:47.000972,1.999028,
40,M5M6,,7.000011,False,,0 days 00:19:05.000175,2023-08-12 15:26:19.000175,,7.000025
41,M5M6,,1.000005,False,,0 days 00:19:26.000361,2023-08-12 15:26:40.000361,,1.000039
42,M5M6,1.000003,,False,,0 days 00:19:47.000540,2023-08-12 15:27:01.000540,0.99996,
43,M5M6,,,False,,0 days 00:20:18.000746,2023-08-12 15:27:32.000746,,
44,M5M6,,,False,,0 days 00:20:59.000900,2023-08-12 15:28:13.000900,,
45,M5M6,,,False,,0 days 00:21:41.000371,2023-08-12 15:28:55.000371,,
46,M5M6,,,False,,0 days 00:22:22.000191,2023-08-12 15:29:36.000191,,
47,M5M6,,,False,,0 days 00:23:03.000336,2023-08-12 15:30:17.000336,,
48,M5M6,,,False,,0 days 00:23:44.000498,2023-08-12 15:30:58.000498,,
49,M5M6,,1.000003,False,,0 days 00:24:25.000664,2023-08-12 15:31:39.000664,,1.000036
50,M5M6,10.000012,,False,,0 days 00:24:46.000854,2023-08-12 15:32:00.000854,10.000046,
51,M5M6,,1.000037,False,,0 days 00:25:18.000583,2023-08-12 15:32:32.000583,,1.000417
52,M5M6,3.000005,,False,,0 days 00:25:39.000273,2023-08-12 15:32:53.000273,3.000027,
53,M5M6,,,False,,0 days 00:26:10.000490,2023-08-12 15:33:24.000490,,
54,M5M6,,,False,,0 days 00:26:51.000660,2023-08-12 15:34:05.000660,,
55,M5M6,,,False,,0 days 00:27:32.000827,2023-08-12 15:34:46.000827,,
56,M5M6,,1.000006,False,,0 days 00:28:13.000982,2023-08-12 15:35:27.000982,,1.999018
57,M5M6,,2.000004,False,,0 days 00:28:35.000187,2023-08-12 15:35:49.000187,,2.000013
58,M5M6,,3.000006,False,,0 days 00:28:56.000411,2023-08-12 15:36:10.000411,,2.999989
59,M5M6,,1.000004,False,,0 days 00:29:17.000610,2023-08-12 15:36:31.000610,,0.99999
60,M5M6,1.000004,2.000058,True,1.0000540000000002,0 days 00:29:38.000820,2023-08-12 15:36:52.000820,0.99998,2.00008
61,M5M6,,4.000069,False,,0 days 00:29:51.000437,2023-08-12 15:37:05.000437,,4.000563
62,M5M6,,1.000004,False,,0 days 00:30:12.000249,2023-08-12 15:37:26.000249,,1.000051
63,M5M6,,1.000004,False,,0 days 00:30:33.000443,2023-08-12 15:37:47.000443,,1.000057
64,M5M6,,5.000012,False,,0 days 00:30:54.000651,2023-08-12 15:38:08.000651,,5.000049
65,M5M6,1.000003,1.000058,True,5.499999999991623e-05,0 days 00:31:15.000863,2023-08-12 15:38:29.000863,1.000037,1.000037
66,M5M6,1.000036,1.999416,True,0.9993800000000002,0 days 00:31:27.000714,2023-08-12 15:38:41.000714,1.000286,2.000286
67,M5M6,5.000007,,False,,0 days 00:31:39.000297,2023-08-12 15:38:53.000297,5.000003,
68,M5M6,1.000004,1.000058,True,5.3999999999998494e-05,0 days 00:32:10.000510,2023-08-12 15:39:24.000510,0.99999,1.00009
69,M5M6,,1.000004,False,,0 days 00:32:21.000728,2023-08-12 15:39:35.000728,,0.999972
70,M5M6,,9.000012,False,,0 days 00:32:42.000934,2023-08-12 15:39:56.000934,,9.999066
71,M5M6,8.000064,1.000003,True,7.0000610000000005,0 days 00:33:04.000129,2023-08-12 15:40:18.000129,8.000071,1.000871
72,M5M6,,,False,,0 days 00:33:22.000382,2023-08-12 15:40:36.000382,,
73,M5M6,,,False,,0 days 00:34:03.000546,2023-08-12 15:41:17.000546,,
74,M5M6,,,False,,0 days 00:34:44.000716,2023-08-12 15:41:58.000716,,
75,M5M6,,,False,,0 days 00:35:25.000885,2023-08-12 15:42:39.000885,,
76,M5M6,,,False,,0 days 00:36:07.000461,2023-08-12 15:43:21.000461,,
77,M5M6,,,False,,0 days 00:36:48.000205,2023-08-12 15:44:02.000205,,
78,M5M6,,,False,,0 days 00:37:29.000361,2023-08-12 15:44:43.000361,,
79,M5M6,,,False,,0 days 00:38:10.000532,2023-08-12 15:45:24.000532,,
80,M5M6,1.000004,,False,,0 days 00:38:51.000692,2023-08-12 15:46:05.000692,1.000008,
81,M5M6,,,False,,0 days 00:39:22.000894,2023-08-12 15:46:36.000894,,
82,M5M6,,,False,,0 days 00:40:04.000627,2023-08-12 15:47:18.000627,,
83,M5M6,9.000012,,False,,0 days 00:40:45.000244,2023-08-12 15:47:59.000244,9.000056,
84,M5M6,,,False,,0 days 00:41:16.000443,2023-08-12 15:48:30.000443,,
85,M5M6,,1.000004,False,,0 days 00:41:57.000581,2023-08-12 15:49:11.000581,,1.000019
86,M5M6,,,False,,0 days 00:42:18.000788,2023-08-12 15:49:32.000788,,
87,M5M6,,1.000003,False,,0 days 00:42:59.000956,2023-08-12 15:50:13.000956,,1.999044
88,M5M6,,1.000005,False,,0 days 00:43:21.000145,2023-08-12 15:50:35.000145,,1.000055
89,M5M6,,1.000004,False,,0 days 00:43:42.000356,2023-08-12 15:50:56.000356,,1.000044
90,M5M6,,1.000003,False,,0 days 00:44:03.000544,2023-08-12 15:51:17.000544,,1.000056
