,names,L,R,successful_trials,time_between_breaks,time_since_start,cue_times
0,M1M2,9.019197999999996,4.008386999999999,True,5.010810999999997,0 days 00:00:00.000488,2023-07-18 15:07:35.000488
1,M1M2,8.016175999999994,3.005958999999997,True,5.010216999999997,0 days 00:00:15.000642,2023-07-18 15:07:50.000642
2,M1M2,6.013853000000001,2.0047190000000006,True,4.009134,0 days 00:00:29.000779,2023-07-18 15:08:04.000779
