,names,L,R,successful_trials,time_between_breaks,time_since_start,cue_times
0,M5M6,9.0,5.0,True,4.0,0 days 00:00:00.000400,2023-07-13 09:35:58.000400
1,M5M6,10.1,7.000000000000002,True,3.099999999999998,0 days 00:00:14.000600,2023-07-13 09:36:12.000600
2,M5M6,5.100000000000001,2.0,True,3.1000000000000014,0 days 00:00:29.000900,2023-07-13 09:36:27.000900
